Age,Gender,City,Make,Model,SumInsured,Label
30 Years,Female,Taxia,T.Grande,2018,2500000,No Claim
46 Years,Female,Peshawar,T.Aqua,2018,2000000,Accidental Claim
63 Years,Female,Peshawar,T.Grande,2018,2427244,Theft Claim
39 Yerars,Female,Mardan,S.Alto,2021,1433000,Accidental Claim
46 Years,FeFemale ,Jhelum,T.Grande,2020,3179500,Theft Claim
39 Yerars,Female,Jhelum,T.Grande,2020,3765000,Accidental Claim
51 Years,Female,Taxia,T.Grande,2020,3550000,Theft Claim
40 Years,FeFemale ,Taxia,H.BRV,2020,2607500,Accidental Claim
29 Years,FeFemale ,Jhelum,S.Swift,2020,1074836,Fraud Claim
40 Years,Female,Jhelum,S.Mehran,2020,550000,No Claim
25 Years,Female,Jhelum,T.Grande,2020,3907000,Accidental Claim
39 Years,Female,Jhelum,S.Wagon-R,2015,988200,Theft Claim
25 Years,FeFemale ,Taxia,T.Grande,2015,2600000,Fraud Claim
36 years ,FeFemale ,Taxia,T.GLI,2018,1772000,No Claim
24 Years,Female,Taxia,S.Wagon-R,2020,908650,Accidental Claim
46 years,FeFemale ,Jhelum,S.Alto,2021,1295000,Theft Claim
60 years,Female,Jhelum,T.Grande,2020,3907000,Fraud Claim
47 years ,FeFemale ,Muzaffarabad,S.Mehran,2021,601003,Fraud Claim
42 Years,Female,Jhelum,S.Alto,2021,1518000,No Claim
36 Years,Female,Muzaffarabad,S.Mehran,2018,516132,No Claim
32 Years,Female,Jhelum,S.Mehran,2015,502239,No Claim
49 Years,Female,Jhelum,S.Alto,2018,1057515,No Claim
38 Years,Female,Jhelum,H.City,2018,1225000,No Claim
51 Years,Female,Mardan,T.Grande,2013,2000000,No Claim
40 Years,FeFemale ,Jhelum,S.Swift,2018,1225000,No Claim
70 Years,FeFemale ,Jhelum,H.City,2015,1700000,No Claim
30 Years,FeFemale ,Jhelum,S.Wagon-R,2020,1029600,No Claim
65 Years,FeFemale ,Jhelum,T.Altis,2014,1500000,No Claim
51 Years,Female,Mardan,S.Cultus,2020,1251909,No Claim
73 Years,Female,Taxia,T.GLI,2015,1772000,No Claim
51 Years,Female,Taxia,T.GLI,2020,2200000,No Claim
35 Years,FeFemale ,Taxia,H.City,2020,2267500,No Claim
36 Years ,FeFemale ,Jhelum,S.Wagon-R,2018,935370,No Claim
51 Years,FeFemale ,Jhelum,S.Wagon-R,2020,1047600,No Claim
35 Years,Female,Jhelum,H.City,2020,1500000,No Claim
51 Years,Female,Jhelum,H.City,2020,1600000,No Claim
34 Years,Female,Jhelum,S.Bolan,2020,725300,No Claim
51 Years,Female,chakwal,H.BRV,2020,3265000,No Claim
43 Years,Female,chakwal,T.GLI,2020,2064606,No Claim
35 Years,Female,Taxia,S.Hustler,2014,1012500,No Claim
22 Years,Female,Jhelum,T.Grande,2018,1835000,No Claim
39 Years,Female,Jhelum,S.Bolan,2020,750000,No Claim
32 Years,Female,Taxia,S.Mehran,2018,725000,No Claim
51 Years,Female,Taxia,S.Alto,2021,1395000,No Claim
49 Years,Female,chakwal,S.Wagon-R,2018,886140,No Claim
36 Years ,Female,chakwal,T.Aqua,2018,2600000,No Claim
24 Years,FeFemale ,Peshawar,S.Wagon-R,2020,1110600,No Claim
52 Years,FeFemale ,chakwal,T.Altis,2020,2541150,Accidental Claim
30 Years,Female,Peshawar,T.Grande,2018,2500000,Theft Claim
46 Years,FeFemale ,Peshawar,T.Aqua,2018,2000000,Fraud Claim
63 Years,Female,Taxia,T.Grande,2020,2427244,No Claim
39 Yerars,FeFemale ,Mardan,S.Alto,2020,1433000,Accidental Claim
46 Years,Female,Jhelum,T.Grande,2020,3179500,Theft Claim
39 Yerars,Female,chakwal,T.Grande,2020,3765000,Accidental Claim
51 Years,Female,chakwal,T.Grande,2020,3550000,Theft Claim
40 Years,FeFemale ,Jhelum,H.BRV,2020,2607500,Accidental Claim
29 Years,FeFemale ,Taxia,S.Swift,2018,1074836,Theft Claim
40 Years,Female,Taxia,S.Mehran,2018,550000,Accidental Claim
25 Years,Female,Jhelum,T.Grande,2020,3907000,Fraud Claim
39 Years,Female,Jhelum,S.Wagon-R,2014,988200,No Claim
25 Years,Female,Taxia,T.Grande,2018,2600000,Accidental Claim
36 years ,FeFemale ,Jhelum,T.GLI,2015,1772000,Theft Claim
24 Years,Female,chakwal,S.Wagon-R,2018,908650,Fraud Claim
46 years,FeFemale ,Jhelum,S.Alto,2020,1295000,No Claim
60 years,Female,chakwal,T.Grande,2021,3907000,Accidental Claim
47 years ,FeFemale ,Muzaffarabad,S.Mehran,2020,601003,Theft Claim
42 Years,FeFemale ,chakwal,S.Alto,2021,1518000,Fraud Claim
36 Years,FeFemale ,Muzaffarabad,S.Mehran,2018,516132,Fraud Claim
32 Years,Female,Taxia,S.Mehran,2015,502239,Accidental Claim
49 Years,Female,Jhelum,S.Alto,2018,1057515,Theft Claim
38 Years,Female,Jhelum,H.City,2018,1225000,No Claim
51 Years,Female,Taxia,T.Grande,2013,2000000,No Claim
40 Years,Female,Taxia,S.Swift,2018,1225000,No Claim
70 Years,Female,Taxia,H.City,2015,1700000,No Claim
30 Years,Female,Taxia,S.Wagon-R,2020,1029600,Accidental Claim
65 Years,FeFemale ,Taxia,T.Altis,2015,1500000,Theft Claim
51 Years,Female,Taxila,S.Cultus,2020,1251909,No Claim
73 Years,Female,Jhelum,T.GLI,2018,1772000,No Claim
51 Years,Female,Jhelum,T.GLI,2021,2200000,No Claim
35 Years,FeFemale ,Jhelum,H.City,2020,2267500,Accidental Claim
36 Years ,FeFemale ,Taxia,S.Wagon-R,2018,935370,No Claim
51 Years,FeFemale ,Taxia,S.Wagon-R,2020,1047600,No Claim
35 Years,Female,Taxia,H.City,2014,1500000,No Claim
51 Years,Female,Taxia,H.City,2018,1600000,No Claim
34 Years,Female,Taxia,S.Bolan,2020,725300,Accidental Claim
51 Years,Female,Jhelum,H.BRV,2021,3265000,Theft Claim
43 Years,Female,Mardan,T.GLI,2018,2064606,Fraud Claim
35 Years,Female,Jhelum,S.Hustler,2015,1012500,No Claim
22 Years,Female,Taxia,T.Grande,2020,1835000,Accidental Claim
39 Years,Female,Taxia,S.Bolan,2021,750000,No Claim
32 Years,Female,Jhelum,S.Mehran,2018,725000,No Claim
51 Years,Female,Jhelum,S.Alto,2020,1395000,No Claim
49 Years,Female,Taxia,S.Wagon-R,2020,886140,No Claim
36 Years ,Female,Peshawar,T.Aqua,2020,2600000,Accidental Claim
24 Years,FeFemale ,Taxia,S.Wagon-R,2020,1110600,Accidental Claim
52 Years,FeFemale ,Taxia,T.Altis,2021,2541150,Fraud Claim
30 Years,Female,Taxia,T.Grande,2020,2500000,No Claim
46 Years,Female,Peshawar,T.Aqua,2018,2000000,Accidental Claim
63 Years,Female,Peshawar,T.Grande,2020,2427244,Accidental Claim
39 Yerars,Female,Mardan,S.Alto,2021,1433000,Accidental Claim
46 Years,FeFemale ,Jhelum,T.Grande,2021,3179500,Accidental Claim
39 Yerars,Female,Jhelum,T.Grande,2021,3765000,Accidental Claim
51 Years,Female,Taxia,T.Grande,2021,3550000,Accidental Claim
40 Years,FeFemale ,Taxia,H.BRV,2021,2607500,Accidental Claim
29 Years,FeFemale ,Jhelum,S.Swift,2020,1074836,No Claim
40 Years,Female,Jhelum,S.Mehran,2020,550000,No Claim
25 Years,Female,Jhelum,T.Grande,2020,3907000,No Claim
39 Years,Female,Jhelum,S.Wagon-R,2015,988200,No Claim
25 Years,FeFemale ,Taxia,T.Grande,2018,2600000,Accidental Claim
36 years ,FeFemale ,Taxia,T.GLI,2018,1772000,Accidental Claim
24 Years,Female,Taxia,S.Wagon-R,2020,908650,No Claim
46 years,FeFemale ,Jhelum,S.Alto,2021,1295000,No Claim
60 years,Female,Jhelum,T.Grande,2020,3907000,No Claim
47 years ,FeFemale ,Muzaffarabad,S.Mehran,2020,601003,Accidental Claim
42 Years,Female,chakwal,S.Alto,2020,1518000,No Claim
36 Years,Female,Muzaffarabad,S.Mehran,2018,516132,No Claim
32 Years,FeFemale ,chakwal,S.Mehran,2015,502239,No Claim
49 Years,FeFemale ,Jhelum,S.Alto,2018,1057515,No Claim
38 Years,FeFemale ,Jhelum,H.City,2018,1225000,Accidental Claim
51 Years,Female,Taxia,T.Grande,2013,2000000,Accidental Claim
40 Years,Female,Taxia,S.Swift,2018,1225000,Fraud Claim
70 Years,Female,Jhelum,H.City,2015,1700000,No Claim
30 Years,FeFemale ,Peshawar,S.Wagon-R,2020,1029600,Accidental Claim
65 Years,FeFemale ,Peshawar,T.Altis,2014,1500000,No Claim
51 Years,FeFemale ,Taxila,S.Cultus,2020,1251909,No Claim
73 Years,Female,Jhelum,T.GLI,2015,1772000,No Claim
51 Years,Female,Jhelum,T.GLI,2020,2200000,No Claim
35 Years,FeFemale ,Jhelum,H.City,2020,2267500,Accidental Claim
36 Years ,FeFemale ,Peshawar,S.Wagon-R,2018,935370,Accidental Claim
51 Years,FeFemale ,Jhelum,S.Wagon-R,2020,1047600,Fraud Claim
35 Years,Female,Taxila,H.City,2020,1500000,No Claim
51 Years,Female,Taxila,H.City,2020,1600000,Accidental Claim
34 Years,Female,Jhelum,S.Bolan,2020,725300,Accidental Claim
51 Years,Female,Taxila,H.BRV,2020,3265000,Accidental Claim
43 Years,Female,Peshawar,T.GLI,2020,2064606,Accidental Claim
35 Years,Female,Peshawar,S.Hustler,2014,1012500,Accidental Claim
22 Years,FeFemale ,Taxia,T.Grande,2018,1835000,Accidental Claim
39 Years,FeFemale ,Taxia,S.Bolan,2020,750000,Accidental Claim
32 Years,FeFemale ,Jhelum,S.Mehran,2018,725000,Accidental Claim
51 Years,Female,Taxia,S.Alto,2021,1395000,Accidental Claim
49 Years,Female,Jhelum,S.Wagon-R,2018,886140,Fraud Claim
36 Years ,Female,Jhelum,T.Aqua,2018,2600000,No Claim
24 Years,FeFemale ,Taxia,S.Wagon-R,2020,1110600,Accidental Claim
52 Years,Female,Taxia,T.Altis,2020,2541150,Accidental Claim
30 Years,FeFemale ,Taxia,T.Grande,2018,2500000,Accidental Claim
46 Years,Female,Taxia,T.Aqua,2018,2000000,Accidental Claim
63 Years,Female,Peshawar,T.Grande,2020,2427244,Accidental Claim
39 Yerars,Female,Peshawar,S.Alto,2020,1433000,Accidental Claim
46 Years,FeFemale ,Taxia,T.Grande,2020,3179500,Accidental Claim
39 Yerars,Female,chakwal,T.Grande,2020,3765000,Accidental Claim
51 Years,Female,chakwal,T.Grande,2020,3550000,Accidental Claim
40 Years,FeFemale ,Jhelum,H.BRV,2020,2607500,Accidental Claim
29 Years,FeFemale ,Taxia,S.Swift,2018,1074836,Accidental Claim
40 Years,Female,Taxia,S.Mehran,2018,550000,Accidental Claim
25 Years,Female,Jhelum,T.Grande,2020,3907000,Accidental Claim
39 Years,Female,Mardan,S.Wagon-R,2014,988200,Accidental Claim
25 Years,FeFemale ,Taxia,T.Grande,2018,2600000,Accidental Claim
36 years ,FeFemale ,Taxia,T.GLI,2020,1772000,Accidental Claim
24 Years,Female,Taxia,S.Wagon-R,2020,908650,Accidental Claim
46 years,FeFemale ,Jhelum,S.Alto,2020,1295000,Accidental Claim
60 years,Female,Jhelum,T.Grande,2020,3907000,Accidental Claim
47 years ,FeFemale ,Muzaffarabad,S.Mehran,2020,601003,Accidental Claim
42 Years,Female,chakwal,S.Alto,2020,1518000,Accidental Claim
36 Years,Female,Muzaffarabad,S.Mehran,2018,516132,Accidental Claim
32 Years,Female,chakwal,S.Mehran,2018,502239,No Claim
49 Years,Female,Jhelum,S.Alto,2018,1057515,No Claim
38 Years,Female,Jhelum,H.City,2018,1225000,No Claim
51 Years,Female,Taxia,T.Grande,2013,2000000,Accidental Claim
40 Years,Female,Taxia,S.Swift,2018,1225000,Accidental Claim
70 Years,Female,Taxia,H.City,2015,1700000,Accidental Claim
30 Years,Female,Taxia,S.Wagon-R,2020,1029600,Accidental Claim
65 Years,FeFemale ,Taxia,T.Altis,2015,1500000,Fraud Claim
51 Years,Female,Taxila,S.Cultus,2020,1251909,No Claim
73 Years,Female,Jhelum,T.GLI,2018,1772000,Accidental Claim
51 Years,Female,Jhelum,T.GLI,2021,2200000,Accidental Claim
35 Years,FeFemale ,Jhelum,H.City,2020,2267500,Accidental Claim
36 Years ,FeFemale ,Taxia,S.Wagon-R,2018,935370,Accidental Claim
51 Years,FeFemale ,Taxia,S.Wagon-R,2020,1047600,Accidental Claim
35 Years,Female,Taxia,H.City,2014,1500000,Accidental Claim
51 Years,Female,Taxia,H.City,2018,1600000,Accidental Claim
34 Years,Female,Taxia,S.Bolan,2020,725300,Accidental Claim
51 Years,Female,Jhelum,H.BRV,2021,3265000,Accidental Claim
43 Years,Female,Mardan,T.GLI,2018,2064606,Accidental Claim
35 Years,Female,Jhelum,S.Hustler,2015,1012500,Accidental Claim
22 Years,Female,Taxia,T.Grande,2020,1835000,Accidental Claim
39 Years,Female,Taxia,S.Bolan,2021,750000,Accidental Claim
32 Years,Female,Jhelum,S.Mehran,2018,725000,Accidental Claim
51 Years,Female,Jhelum,S.Alto,2020,1395000,Accidental Claim
49 Years,Female,Taxia,S.Wagon-R,2020,886140,Accidental Claim
36 Years ,Female,Peshawar,T.Aqua,2020,2600000,Accidental Claim
24 Years,FeFemale ,Taxia,S.Wagon-R,2020,1110600,Accidental Claim
52 Years,FeFemale ,Taxia,T.Altis,2021,2541150,Accidental Claim
30 Years,Female,Taxia,T.Grande,2020,2500000,Accidental Claim
46 Years,Female,Peshawar,T.Aqua,2018,2000000,Accidental Claim
63 Years,Female,Peshawar,T.Grande,2020,2427244,Accidental Claim
39 Yerars,Female,Mardan,S.Alto,2021,1433000,No Claim
46 Years,FeFemale ,Jhelum,T.Grande,2021,3179500,No Claim
39 Yerars,Female,Jhelum,T.Grande,2021,3765000,No Claim
51 Years,Female,Taxia,T.Grande,2021,3550000,No Claim
40 Years,FeFemale ,Taxia,H.BRV,2021,2607500,No Claim
29 Years,FeFemale ,Jhelum,S.Swift,2020,1074836,No Claim
40 Years,Female,Jhelum,S.Mehran,2020,550000,No Claim
25 Years,Female,Jhelum,T.Grande,2020,3907000,No Claim
39 Years,Female,Jhelum,S.Wagon-R,2015,988200,No Claim
25 Years,FeFemale ,Taxia,T.Grande,2018,2600000,No Claim
36 years ,FeFemale ,Taxia,T.GLI,2018,1772000,No Claim
24 Years,Female,Taxia,S.Wagon-R,2020,908650,No Claim
46 years,FeFemale ,Jhelum,S.Alto,2021,1295000,No Claim
60 years,Female,Jhelum,T.Grande,2020,3907000,No Claim
47 years ,FeFemale ,Muzaffarabad,S.Mehran,2020,601003,No Claim
42 Years,Female,chakwal,S.Alto,2020,1518000,No Claim
36 Years,Female,Muzaffarabad,S.Mehran,2018,516132,No Claim
32 Years,FeFemale ,chakwal,S.Mehran,2015,502239,No Claim
49 Years,FeFemale ,Jhelum,S.Alto,2018,1057515,No Claim
38 Years,FeFemale ,Jhelum,H.City,2018,1225000,No Claim
51 Years,Female,Taxia,T.Grande,2013,2000000,No Claim
40 Years,Female,Taxia,S.Swift,2018,1225000,No Claim
70 Years,Female,Jhelum,H.City,2015,1700000,No Claim
30 Years,FeFemale ,Peshawar,S.Wagon-R,2020,1029600,No Claim
65 Years,FeFemale ,Peshawar,T.Altis,2014,1500000,No Claim
51 Years,FeFemale ,Taxila,S.Cultus,2020,1251909,No Claim
73 Years,Female,Jhelum,T.GLI,2015,1772000,No Claim
51 Years,Female,Jhelum,T.GLI,2020,2200000,No Claim
35 Years,FeFemale ,Jhelum,H.City,2020,2267500,No Claim
36 Years ,FeFemale ,Peshawar,S.Wagon-R,2018,935370,No Claim
51 Years,FeFemale ,Jhelum,S.Wagon-R,2020,1047600,No Claim
35 Years,Female,Taxila,H.City,2020,1500000,No Claim
51 Years,Female,Taxila,H.City,2020,1600000,No Claim
34 Years,Female,Jhelum,S.Bolan,2020,725300,No Claim
51 Years,Female,Taxila,H.BRV,2020,3265000,No Claim
43 Years,Female,Peshawar,T.GLI,2020,2064606,No Claim
35 Years,Female,Peshawar,S.Hustler,2014,1012500,No Claim
22 Years,FeFemale ,Taxia,T.Grande,2018,1835000,No Claim
39 Years,FeFemale ,Taxia,S.Bolan,2020,750000,No Claim
32 Years,FeFemale ,Jhelum,S.Mehran,2018,725000,No Claim
51 Years,Female,Taxia,S.Alto,2021,1395000,No Claim
49 Years,Female,Jhelum,S.Wagon-R,2018,886140,No Claim
36 Years ,Female,Jhelum,T.Aqua,2018,2600000,No Claim
24 Years,FeFemale ,Taxia,S.Wagon-R,2020,1110600,No Claim
52 Years,Female,Taxia,T.Altis,2020,2541150,No Claim
30 Years,FeFemale ,Taxia,T.Grande,2018,2500000,Accidental Claim
46 Years,Female,Taxia,T.Aqua,2018,2000000,Theft Claim
63 Years,Female,Peshawar,T.Grande,2020,2427244,Fraud Claim
39 Yerars,Female,Peshawar,S.Alto,2020,1433000,No Claim
46 Years,FeFemale ,Taxia,T.Grande,2020,3179500,Accidental Claim
39 Yerars,Female,chakwal,T.Grande,2020,3765000,Theft Claim
51 Years,Female,chakwal,T.Grande,2020,3550000,Fraud Claim
40 Years,FeFemale ,Jhelum,H.BRV,2020,2607500,No Claim
29 Years,FeFemale ,Taxia,S.Swift,2018,1074836,Accidental Claim
40 Years,Female,Taxia,S.Mehran,2018,550000,Theft Claim
25 Years,Female,Jhelum,T.Grande,2020,3907000,Fraud Claim
39 Years,Female,Mardan,S.Wagon-R,2014,988200,No Claim
25 Years,FeFemale ,Taxia,T.Grande,2018,2600000,Accidental Claim
36 years ,FeFemale ,Taxia,T.GLI,2020,1772000,Theft Claim
24 Years,Female,Taxia,S.Wagon-R,2020,908650,Fraud Claim
46 years,FeFemale ,Jhelum,S.Alto,2020,1295000,No Claim
60 years,Female,Jhelum,T.Grande,2020,3907000,Accidental Claim
47 years ,FeFemale ,Muzaffarabad,S.Mehran,2020,601003,Theft Claim
42 Years,Female,chakwal,S.Alto,2020,1518000,Fraud Claim
36 Years,Female,Muzaffarabad,S.Mehran,2018,516132,No Claim
32 Years,Female,chakwal,S.Mehran,2018,502239,Accidental Claim
70 Years,Female,Peshawar,H.City,2015,1700000,Theft Claim
30 Years,Female,Taxia,S.Wagon-R,2020,1029600,Fraud Claim
49 Years,FeFemale ,Taxia,T.Altis,2014,1500000,No Claim
51 Years,Female,Taxila,S.Cultus,2020,1251909,No Claim
73 Years,Female,Jhelum,T.GLI,2015,1772000,No Claim
51 Years,Female,Taxila,T.GLI,2020,2200000,No Claim
35 Years,Female,Jhelum,Suzuki Clutus,2020,2267500,No Claim
36 Years ,FeFemale ,Taxia,S.Wagon-R,2015,935370,No Claim
51 Years,Female,Jhelum,S.Wagon-R,2018,1047600,No Claim
35 Years,FeFemale ,Taxia,H.City,2020,1500000,No Claim
51 Years,Female,Taxila,H.City,2020,1600000,No Claim
34 Years,FeFemale ,Taxia,S.Bolan,2020,725300,No Claim
51 Years,Female,Jhelum,H.BRV,2020,3265000,No Claim
43 Years,FeFemale ,Mardan,T.GLI,2020,2064606,No Claim
35 Years,Female,Jhelum,S.Hustler,2018,1012500,No Claim
22 Years,Female,Taxila,T.Grande,2018,1835000,No Claim
39 Years,FeFemale ,Taxia,S.Bolan,2020,750000,No Claim
32 Years,Female,Jhelum,Prince Pearl,2018,725000,No Claim
51 Years,Female,Jhelum,S.Alto,2020,1395000,No Claim
49 Years,FeFemale ,Taxia,S.Wagon-R,2018,886140,No Claim
36 Years ,Female,Mardan,T.Aqua,2018,2600000,No Claim
24 Years,FeFemale ,Taxia,S.Alto,2018,1110600,No Claim
52 Years,Female,Taxia,T.Altis,2020,2541150,No Claim
30 Years,FeFemale ,Taxia,T.Grande,2018,2500000,No Claim
46 Years,FeFemale ,Peshawar,T.Aqua,2015,2000000,No Claim
63 Years,Female,Peshawar,T.Grande,2020,2427244,No Claim
39 Yerars,FeFemale ,Mardan,S.Alto,2020,1433000,No Claim
46 Years,FeMale ,chakwal,T.Grande,2018,3179500,No Claim
39 Yerars,Male,chakwal,T.Grande,2020,3765000,No Claim
42  Years,Male,chakwal,T.Grande,2020,3550000,No Claim
40 Years,FeMale ,Peshawar,H.BRV,2020,2607500,No Claim
29 Years,FeMale ,Mardan,S.Swift,2018,1074836,No Claim
40 Years,Male,Peshawar,S.Mehran,2018,550000,No Claim
25 Years,FeMale ,chakwal,T.Grande,2020,3907000,No Claim
39 Years,Male,chakwal,cultus,2014,988200,No Claim
25 Years,FeMale ,chakwal,T.Grande,2018,2600000,No Claim
36 years ,FeMale ,chakwal,T.GLI,2014,1772000,No Claim
24 Years,Male,chakwal,S.Wagon-R,214,908650,No Claim
46 years,FeMale ,chakwal,S.Wagon,2018,1295000,No Claim
60 years,Male,Peshawar,T.Grande,2020,3907000,No Claim
47 years ,FeMale ,Muzaffarabad,S.Mehran,2018,601003,No Claim
42 Years,Male,chakwal,S.Wagon,2018,1518000,No Claim
36 Years,Male,Muzaffarabad,S.Mehran,2016,516132,No Claim
27 Years,Male,chakwal,S.Mehran,2014,502239,No Claim
45 Years,Male,chakwal,S.Wagon,2018,1057515,No Claim
38 Years,Male,chakwal,H.City,2016,1225000,Accidental Claim
42  Years,Male,chakwal,T.Grande,2014,2000000,Theft Claim
40 Years,Male,chakwal,S.Swift,2018,1225000,Fraud Claim
70 Years,Male,chakwal,H.City,2016,1700000,No Claim
30 Years,FeMale ,chakwal,S.Wagon-R,2020,1029600,Accidental Claim
65 Years,FeMale ,chakwal,T.Altis,2016,1500000,Theft Claim
42  Years,Male,Peshawar,S.Cultus,2020,1251909,Fraud Claim
73 Years,Male,chakwal,T.GLI,2016,1772000,No Claim
55 Years,Male,chakwal,T.GLI,2018,2200000,Accidental Claim
35 Years,FeMale ,chakwal,H.City,2020,2267500,Theft Claim
36 Years ,FeMale ,chakwal,S.Wagon-R,2018,935370,Fraud Claim
42  Years,FeMale ,chakwal,S.Wagon-R,2018,1047600,No Claim
35 Years,FeMale ,chakwal,H.City,2018,1500000,Accidental Claim
42  Years,FeMale ,chakwal,H.City,2018,1600000,Theft Claim
34 Years,FeMale ,chakwal,S.Swift,2020,725300,Fraud Claim
55 Years,FeMale ,Peshawar,H.BRV,2020,3265000,No Claim
43 Years,FeMale ,Mardan,T.GLI,2018,2064606,Accidental Claim
35 Years,FeMale ,chakwal,S.Hustler,2014,1012500,Theft Claim
22 Years,Male,chakwal,T.Grande,2018,1835000,Fraud Claim
39 Years,FeMale ,chakwal,S.Swift,2020,750000,No Claim
27 Years,Male,chakwal,S.Mehran,2016,725000,Accidental Claim
55 Years,FeMale ,chakwal,S.Wagon,2020,1395000,Theft Claim
45 Years,Male,chakwal,S.Wagon-R,2018,886140,Fraud Claim
36 Years ,Male,Peshawar,T.Aqua,2018,2600000,No Claim
24 Years,FeMale ,chakwal,S.Wagon-R,2018,1110600,No Claim
48 Years,FeMale ,chakwal,T.Altis,2018,2541150,No Claim
30 Years,Male,chakwal,T.Grande,2018,2500000,No Claim
46 Years,Male,Peshawar,T.Aqua,2016,2000000,No Claim
63 Years,Male,Peshawar,T.Grande,2018,2427244,No Claim
39 Yerars,Male,Mardan,S.Wagon,2020,1433000,No Claim
46 Years,FeMale ,chakwal,T.Grande,2018,3179500,No Claim
39 Yerars,Male,Peshawar,T.Grande,2018,3765000,No Claim
42  Years,Male,chakwal,T.Grande,2018,3550000,No Claim
40 Years,FeMale ,chakwal,H.BRV,2018,2607500,No Claim
29 Years,FeMale ,chakwal,S.Swift,2018,1074836,No Claim
40 Years,Male,chakwal,S.Mehran,2018,550000,No Claim
25 Years,Male,chakwal,T.Grande,2018,3907000,No Claim
39 Years,Male,chakwal,S.Wagon-R,2016,988200,No Claim
25 Years,FeMale ,chakwal,T.Grande,2016,2600000,No Claim
36 years ,FeMale ,chakwal,T.GLI,2016,1772000,No Claim
35 Years,Male,chakwal,H.City,2018,1500000,No Claim
42  Years,Male,chakwal,H.City,2018,1600000,No Claim
34 Years,Male,chakwal,S.Swift,2020,725300,No Claim
55 Years,Male,Peshawar,H.BRV,2020,3265000,No Claim
43 Years,Male,Mardan,T.GLI,2018,2064606,No Claim
35 Years,Male,chakwal,S.Hustler,2014,1012500,No Claim
22 Years,Male,chakwal,T.Grande,2018,1835000,No Claim
39 Years,Male,chakwal,S.Swift,2020,750000,No Claim
27 Years,Male,chakwal,S.Mehran,2016,725000,No Claim
55 Years,Male,chakwal,S.Wagon,2020,1395000,No Claim
35 Years,Male,chakwal,Suzuki Clutus,2020,2267500,No Claim
36 Years ,FeMale ,chakwal,S.Wagon-R,2016,935370,No Claim
42  Years,Male,chakwal,S.Wagon-R,2016,1047600,No Claim
35 Years,FeMale ,chakwal,H.City,2018,1500000,No Claim
42  Years,Male,Peshawar,H.City,2018,1600000,No Claim
34 Years,FeMale ,chakwal,S.Swift,2020,725300,No Claim
55 Years,Male,Peshawar,H.BRV,2018,3265000,No Claim
43 Years,FeMale ,Mardan,T.GLI,2018,2064606,No Claim
35 Years,Male,chakwal,S.Hustler,2016,1012500,No Claim
22 Years,Male,Peshawar,T.Grande,2018,1835000,No Claim
39 Years,FeMale ,chakwal,S.Swift,2020,750000,No Claim
27 Years,Male,chakwal,Prince Pearl,2016,725000,No Claim
55 Years,Male,chakwal,S.Wagon,2020,1395000,No Claim
45 Years,FeMale ,chakwal,S.Wagon-R,2018,886140,No Claim
36 Years ,Male,Mardan,T.Aqua,2018,2600000,No Claim
24 Years,FeMale ,chakwal,S.Wagon,2018,1110600,No Claim
48 Years,Male,chakwal,T.Altis,2018,2541150,Accidental Claim
30 Years,FeMale ,chakwal,T.Grande,2018,2500000,Theft Claim
46 Years,FeMale ,Peshawar,T.Aqua,2016,2000000,Fraud Claim
63 Years,Male,Peshawar,T.Grande,2018,2427244,No Claim
39 Yerars,FeMale ,Mardan,S.Wagon,2018,1433000,Accidental Claim
46 Years,FeMale ,chakwal,T.Grande,2018,3179500,Theft Claim
39 Yerars,Male,chakwal,T.Grande,2020,3765000,Fraud Claim
42  Years,Male,chakwal,T.Grande,2020,3550000,No Claim
40 Years,FeMale ,Peshawar,H.BRV,2020,2607500,Accidental Claim
29 Years,FeMale ,Mardan,S.Swift,2018,1074836,Theft Claim
40 Years,Male,Peshawar,S.Mehran,2018,550000,Fraud Claim
25 Years,FeMale ,chakwal,T.Grande,2020,3907000,No Claim
39 Years,Male,chakwal,cultus,2014,988200,Accidental Claim
25 Years,FeMale ,chakwal,T.Grande,2018,2600000,Theft Claim
36 years ,FeMale ,chakwal,T.GLI,2014,1772000,Fraud Claim
24 Years,Male,chakwal,S.Wagon-R,214,908650,No Claim
46 years,FeMale ,Islamabad,S.Wagon,2018,1295000,Accidental Claim
60 years,Male,Peshawar,T.Grande,2020,3907000,Theft Claim
47 years ,FeMale ,Muzaffarabad,S.Mehran,2018,601003,Fraud Claim
42 Years,Male,chakwal,S.Wagon,2018,1518000,No Claim
36 Years,Male,Muzaffarabad,S.Mehran,2016,516132,Accidental Claim
27 Years,Male,chakwal,S.Mehran,2014,502239,Theft Claim
45 Years,Male,Islamabad,S.Wagon,2018,1057515,Fraud Claim
38 Years,Male,Islamabad,H.City,2016,1225000,No Claim
50 Years,Male,Islamabad,T.Grande,2014,2000000,No Claim
40 Years,Male,Islamabad,S.Swift,2018,1225000,No Claim
70 Years,Male,Islamabad,H.City,2016,1700000,No Claim
30 Years,FeMale ,Islamabad,S.Wagon-R,2020,1029600,No Claim
65 Years,FeMale ,Islamabad,T.Altis,2016,1500000,No Claim
50 Years,Male,Peshawar,S.Cultus,2020,1251909,No Claim
73 Years,Male,Islamabad,T.GLI,2016,1772000,No Claim
55 Years,Male,Islamabad,T.GLI,2018,2200000,No Claim
35 Years,FeMale ,Islamabad,H.City,2020,2267500,No Claim
